threshold,f1,tp,fp,fn,splits,merges,val
0.8000001,0.18604651162574365,8,44,26,0,0,2
0.8500001,0.09302325581287182,4,48,30,0,0,2
0.9000001,0.0,0,52,34,0,0,2
0.5,0.6075949367011697,24,22,9,0,2,2
0.55,0.6075949367011697,24,22,9,0,2,2
0.6,0.5569620253094055,22,24,11,0,2,2
0.65000004,0.4810126582217593,19,27,14,0,2,2
0.70000005,0.4556962025258772,18,28,15,0,2,2
0.75000006,0.30379746835058485,12,34,21,0,2,2
0.8000001,0.2278481012629386,9,37,24,0,2,2
0.8500001,0.12658227847941034,5,41,28,0,2,2
0.9000001,0.02531645569588207,1,45,32,0,2,2
0.5,0.6813186813111942,31,18,11,0,4,2
0.55,0.6813186813111942,31,18,11,0,4,2
0.6,0.6593406593334138,30,19,12,0,4,2
0.65000004,0.6593406593334138,30,19,12,0,4,2
0.70000005,0.5494505494445115,25,24,17,0,4,2
0.75000006,0.4615384615333897,21,28,21,0,4,2
0.8000001,0.2637362637333655,12,37,30,0,4,2
0.8500001,0.08791208791112183,4,45,38,0,4,2
0.9000001,0.0,0,49,42,0,4,2
0.5,0.5249999999934375,21,22,16,0,6,2
0.55,0.5249999999934375,21,22,16,0,6,2
0.6,0.49999999999375,20,23,17,0,6,2
0.65000004,0.3749999999953125,15,28,22,0,6,2
0.70000005,0.2749999999965625,11,32,26,0,6,2
0.75000006,0.1749999999978125,7,36,30,0,6,2
0.8000001,0.1249999999984375,5,38,32,0,6,2
0.8500001,0.049999999999375,2,41,35,0,6,2
0.9000001,0.0,0,43,37,0,6,2
0.5,0.5631067961110378,29,29,16,0,3,2
0.55,0.5631067961110378,29,29,16,0,3,2
0.6,0.5436893203830709,28,30,17,0,3,2
0.65000004,0.4854368931991705,25,33,20,0,3,2
0.70000005,0.4077669902873032,21,37,24,0,3,2
0.75000006,0.23300970873560184,12,46,33,0,3,2
0.8000001,0.11650485436780092,6,52,39,0,3,2
0.8500001,0.01941747572796682,1,57,44,0,3,2
0.9000001,0.0,0,58,45,0,3,2
